,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea
1128,7,2004,2005,0.0,847,847,1959,2,8,1,2004.0,2,434
1129,5,1980,1980,180.0,936,936,936,1,4,0,1980.0,2,672
1130,4,1928,1950,0.0,1122,1328,1981,2,7,2,1981.0,2,576
1131,5,1991,1992,0.0,974,974,974,1,5,0,,0,0
1132,6,1880,1950,0.0,1008,1178,2210,2,8,0,1930.0,1,205
1133,8,1995,1995,0.0,1128,1142,2020,2,8,1,1995.0,2,466
1134,6,1997,1997,0.0,916,916,1600,2,7,1,1997.0,2,460
1135,6,1926,1950,0.0,960,986,986,1,5,1,1926.0,1,180
1136,6,1950,1950,0.0,1032,1032,1252,1,6,0,1950.0,1,288
1137,5,1875,1996,0.0,780,780,1020,1,6,0,,0,0
1138,6,1977,1977,0.0,1567,1567,1567,2,5,2,1977.0,2,714
1139,5,1920,1950,0.0,915,1167,1167,1,6,1,1972.0,2,495
1140,5,1951,1951,0.0,952,952,952,1,4,0,1988.0,2,840
1141,5,1976,1976,44.0,780,1088,1868,2,9,1,1976.0,2,484
1142,8,2006,2007,340.0,1466,1466,2828,3,11,1,2006.0,3,1052
1143,5,1959,1959,0.0,1006,1006,1006,1,5,0,,0,0
1144,4,1941,1950,0.0,672,672,924,1,5,0,1941.0,1,280
1145,5,1928,1950,0.0,1042,1042,1576,1,8,1,1928.0,1,225
1146,6,1985,1985,85.0,1298,1298,1298,2,5,1,1985.0,2,403
1147,7,1941,1950,0.0,704,860,1564,1,7,1,1941.0,1,234
1148,7,1926,1950,0.0,572,572,1111,1,5,1,1982.0,1,288
1149,7,1920,1988,0.0,650,832,1482,1,7,0,1930.0,2,324
1150,6,1950,1950,0.0,932,932,932,1,4,1,1950.0,1,306
1151,5,1959,1959,132.0,1466,1466,1466,1,6,2,1959.0,2,528
1152,6,1956,2004,0.0,1073,1811,1811,1,6,1,1956.0,2,470
1153,6,1930,2007,0.0,816,816,816,1,5,0,2002.0,1,432
1154,7,1965,1988,288.0,864,902,1820,1,8,2,1965.0,2,492
1155,5,1976,2004,0.0,1437,1437,1437,2,6,1,1976.0,2,528
1156,5,1965,1999,0.0,1219,1265,1265,2,6,1,1965.0,2,502
1157,7,2007,2008,166.0,1314,1314,1314,2,6,1,2008.0,2,626
1158,8,2007,2008,186.0,1580,1580,1580,2,7,0,2008.0,3,830
1159,6,1974,1974,270.0,901,943,1876,2,8,1,1974.0,2,540
1160,6,1978,1978,0.0,855,855,1456,2,7,1,1978.0,2,440
1161,6,1954,2006,72.0,1296,1640,1640,1,7,1,1993.0,2,924
1162,5,1968,1968,0.0,894,894,894,1,5,1,1968.0,2,450
1163,4,1969,1969,0.0,1198,1258,1258,0,6,0,1969.0,2,400
1164,5,1978,1978,0.0,1360,1432,1432,1,5,1,1978.0,2,588
1165,7,2009,2009,268.0,1502,1502,1502,2,7,0,2009.0,2,644
1166,8,2008,2008,72.0,1694,1694,1694,2,7,0,2008.0,3,776
1167,6,2000,2000,0.0,959,959,1671,2,7,1,2000.0,2,472
1168,6,1935,1986,0.0,1127,1236,2108,2,7,2,1935.0,2,540
1169,10,1995,1996,1378.0,1930,1831,3627,3,10,1,1995.0,3,807
1170,6,1977,1977,0.0,1096,1118,1118,1,6,1,1977.0,1,358
1171,6,1958,1958,0.0,1261,1261,1261,1,6,1,1958.0,2,433
1172,7,2006,2007,0.0,625,625,1250,2,5,0,2006.0,2,625
1173,5,1946,1994,0.0,1598,1636,3086,3,12,1,,0,0
1174,6,1932,1950,0.0,952,1170,2345,2,9,1,1932.0,2,360
1175,8,1992,2000,337.0,1683,2129,2872,2,9,1,1992.0,2,541
1176,5,1984,1985,0.0,876,923,923,1,5,0,1984.0,1,264
1177,6,1926,2004,0.0,818,818,1224,1,5,0,1926.0,1,210
1178,5,1921,1950,0.0,731,820,1343,1,7,1,1921.0,1,186
1179,5,1954,1954,0.0,0,1124,1124,1,5,1,,0,0
1180,7,1990,1991,0.0,1216,1298,2514,2,8,0,1990.0,2,693
1181,8,2008,2008,186.0,1600,1652,1652,2,5,1,2008.0,2,482
1182,10,1996,1996,0.0,2396,2411,4476,3,10,2,1996.0,3,813
1183,5,1920,1950,0.0,1120,1130,1130,1,5,1,1970.0,2,720
1184,5,1963,1963,226.0,1572,1572,1572,1,5,2,1963.0,3,995
1185,5,1924,1950,0.0,784,949,1221,1,7,0,1965.0,1,392
1186,3,1900,1970,0.0,978,1014,1699,2,7,0,1920.0,2,420
1187,8,1994,1995,0.0,1624,1624,1624,2,5,1,1994.0,3,757
1188,7,2002,2002,95.0,831,831,1660,2,7,0,2002.0,2,493
1189,7,1999,1999,0.0,994,1028,1804,2,7,1,1999.0,2,442
1190,4,1961,1975,149.0,1249,1622,1622,1,7,1,1975.0,4,1356
1191,8,1999,2000,456.0,776,764,1441,2,5,0,1999.0,2,492
1192,5,1925,1994,0.0,702,842,1472,1,6,0,1925.0,1,250
1193,6,1999,1999,425.0,1224,1224,1224,2,5,0,1999.0,2,402
1194,6,1969,1969,143.0,663,663,1352,1,7,0,1969.0,1,299
1195,6,2005,2005,0.0,728,728,1456,2,8,0,2005.0,2,400
1196,7,2006,2006,0.0,879,879,1863,2,9,1,2006.0,3,660
1197,7,1916,1950,0.0,815,815,1690,1,7,1,1916.0,1,225
1198,7,2001,2001,0.0,1212,1212,1212,2,6,0,2001.0,2,573
1199,4,1963,1979,51.0,1051,1382,1382,1,6,1,1974.0,2,459
1200,4,1970,1970,0.0,864,864,864,1,5,0,1972.0,1,280
1201,7,1998,1998,0.0,866,866,1779,2,6,0,1998.0,2,546
1202,5,1925,1997,0.0,884,884,1348,1,5,1,1960.0,1,216
1203,7,2000,2001,171.0,1630,1630,1630,2,6,1,2000.0,2,451
1204,5,1975,1975,0.0,1056,1074,1074,1,6,0,1975.0,2,495
1205,7,1990,1991,234.0,2158,2196,2196,2,7,1,1990.0,3,701
1206,4,1966,1966,0.0,1056,1056,1056,1,5,0,1966.0,1,384
1207,6,2003,2003,120.0,1682,1700,1700,2,7,0,2003.0,2,544
1208,5,1962,1980,0.0,931,1283,1283,1,6,0,1980.0,2,506
1209,8,2006,2006,420.0,1660,1660,1660,2,8,1,2006.0,2,500
1210,6,1992,1992,0.0,1055,1055,1845,2,8,1,1992.0,2,462
1211,8,1988,2005,0.0,559,1080,1752,2,8,0,1988.0,2,492
1212,4,1941,1950,0.0,672,672,672,1,4,0,1941.0,1,234
1213,4,1965,2001,0.0,648,960,960,0,3,0,1965.0,1,364
1214,5,1962,1962,0.0,925,999,999,1,6,0,1962.0,1,300
1215,5,1966,1966,0.0,894,894,894,1,5,0,1966.0,1,384
1216,6,1978,1978,0.0,0,1318,1902,2,8,0,1978.0,2,539
1217,8,2009,2009,72.0,1300,1314,1314,2,6,0,2009.0,2,552
1218,4,1947,1950,0.0,0,672,912,1,3,0,,0,0
1219,6,1971,1971,236.0,672,672,1218,1,7,0,,0,0
1220,5,1964,1964,0.0,912,912,912,1,5,0,1964.0,1,288
1221,5,1968,1968,0.0,952,1211,1211,1,5,1,1968.0,1,322
1222,6,1949,1950,320.0,1040,1168,1846,2,7,1,1949.0,1,315
1223,5,1951,1951,44.0,2136,2136,2136,2,7,0,1951.0,2,528
1224,7,2004,2005,0.0,788,788,1490,2,8,1,2004.0,2,388
1225,6,1958,1958,63.0,588,1138,1138,1,6,0,1958.0,1,264
1226,6,2007,2007,74.0,894,894,1933,2,9,1,2007.0,3,668
1227,5,1965,2008,300.0,912,912,912,1,5,0,1992.0,2,576
1228,9,2008,2008,766.0,1702,1702,1702,1,7,1,2008.0,3,1052
1229,5,1960,1960,0.0,1075,1507,1507,2,7,0,1960.0,1,404
1230,5,1977,1977,1.0,1361,1361,2620,2,12,1,1977.0,2,600
1231,5,1962,1962,120.0,1106,1190,1190,1,6,0,1962.0,2,540
1232,4,1962,1962,0.0,0,1224,1224,2,6,0,1962.0,2,462
1233,5,1959,1959,180.0,1188,1188,1188,1,6,0,1959.0,2,531
1234,5,1911,1950,0.0,940,1024,1964,1,7,0,,0,0
1235,5,1914,1950,0.0,747,892,1784,1,9,0,1914.0,1,180
1236,7,2003,2003,106.0,764,764,1626,2,6,0,2003.0,2,474
1237,7,2004,2005,0.0,847,847,1948,2,8,1,2004.0,2,434
1238,6,2005,2005,0.0,1141,1141,1141,1,6,0,2005.0,2,484
1239,8,2006,2006,32.0,1476,1484,1484,2,6,1,2006.0,2,472
1240,7,2003,2003,252.0,884,884,1768,2,8,0,2003.0,2,543
1241,7,2007,2007,0.0,1689,1689,1689,2,7,0,2007.0,3,954
1242,7,1974,1974,81.0,1053,1173,1173,2,6,2,1974.0,2,528
1243,10,2006,2006,,2076,2076,2076,2,7,1,2006.0,3,850
1244,8,1929,1950,0.0,792,792,1517,1,7,2,1931.0,2,400
1245,6,1984,2003,74.0,585,1140,1868,3,7,1,1984.0,2,477
1246,7,2005,2006,0.0,756,756,1553,2,6,0,2005.0,2,615
1247,6,1976,1976,335.0,1012,1034,1034,1,6,0,1976.0,3,888
1248,6,1917,1950,0.0,735,1134,2058,1,8,1,1950.0,2,396
1249,5,1950,1950,0.0,876,988,988,1,6,0,1950.0,1,276
1250,7,1968,1968,0.0,2110,2110,2110,2,8,2,1968.0,2,522
1251,7,2003,2003,163.0,1405,1405,1405,2,6,1,2003.0,2,478
1252,5,1968,1968,0.0,864,874,874,1,5,0,1968.0,1,288
1253,7,1974,2003,0.0,1192,1516,2167,2,9,2,1974.0,2,518
1254,7,2003,2004,92.0,746,760,1656,2,7,1,2003.0,2,397
1255,6,1931,1950,0.0,884,959,1367,1,6,1,1978.0,1,560
1256,8,1994,1994,554.0,1986,1987,1987,2,7,1,1994.0,2,691
1257,5,1922,1950,0.0,864,864,864,1,4,0,,0,0
1258,7,2005,2005,182.0,856,1166,1166,2,5,0,2005.0,2,400
1259,6,1969,1969,0.0,1054,1054,1054,1,6,0,1969.0,2,460
1260,6,1999,1999,0.0,841,892,1675,2,7,1,1999.0,2,502
1261,5,1956,1956,0.0,1050,1050,1050,1,5,0,1956.0,1,338
1262,4,1957,1989,0.0,1104,1104,1788,1,8,2,1957.0,1,304
1263,6,1919,1950,0.0,764,1060,1824,1,8,1,1940.0,2,520
1264,6,1998,1999,0.0,1405,1337,1337,2,5,0,1998.0,2,511
1265,7,1999,1999,218.0,691,713,1452,2,6,0,1999.0,2,506
1266,7,1910,1950,0.0,925,964,1889,1,9,1,1960.0,1,308
1267,9,2008,2009,0.0,2002,2018,2018,2,10,1,2009.0,3,746
1268,8,1935,1997,632.0,728,1968,3447,3,11,2,1982.0,3,1014
1269,5,1958,1958,180.0,874,874,1524,1,7,0,1958.0,1,315
1270,7,1979,1979,0.0,1332,1332,1524,0,4,1,1979.0,2,586
1271,6,1968,1968,0.0,1489,1489,1489,2,7,1,1968.0,2,462
1272,5,1965,1965,114.0,935,935,935,1,5,0,1965.0,1,288
1273,6,1959,2006,84.0,1019,1357,1357,1,5,1,1959.0,1,312
1274,5,1910,2003,0.0,661,661,1250,2,8,1,1985.0,2,552
1275,5,1948,1950,567.0,928,928,1920,2,10,0,1948.0,2,400
1276,6,1972,1972,0.0,723,735,1395,1,6,1,1972.0,2,497
1277,6,1967,1976,359.0,1680,1724,1724,1,7,1,1967.0,2,480
1278,8,2002,2002,,1128,1128,2031,2,7,1,2002.0,2,577
1279,4,1920,1950,0.0,698,698,1128,1,6,0,1980.0,2,528
1280,7,2002,2002,110.0,1573,1573,1573,2,6,0,2002.0,2,544
1281,7,1990,1990,54.0,1309,1339,1339,2,6,1,1990.0,2,484
1282,5,1977,2008,0.0,1040,1040,1040,2,5,0,1977.0,2,484
1283,6,1971,1971,0.0,912,912,1824,2,8,0,,0,0
1284,6,1919,1990,0.0,804,1699,2447,2,10,1,1969.0,1,336
1285,6,1939,1950,0.0,780,825,1412,1,6,1,1939.0,1,280
1286,6,1963,1963,451.0,1328,1328,1328,1,6,2,1963.0,2,528
1287,5,1964,1964,621.0,1624,1582,1582,2,7,0,1964.0,2,390
1288,8,2000,2000,0.0,1501,1659,1659,2,5,1,2000.0,2,499
1289,8,2006,2006,788.0,1085,1120,1970,2,8,1,2006.0,3,753
1290,5,1964,1964,86.0,1152,1152,1152,1,6,1,1964.0,2,484
1291,5,1972,1972,268.0,630,630,1302,2,6,0,1972.0,1,264
1292,5,1892,1965,0.0,994,1378,2372,2,11,0,1985.0,1,432
1293,7,1976,1976,0.0,832,832,1664,2,8,1,1976.0,2,528
1294,5,1955,1990,0.0,864,864,864,1,5,0,1957.0,2,572
1295,5,1968,1968,168.0,1052,1052,1052,1,5,0,1968.0,1,288
1296,5,1963,1963,148.0,1120,1128,1128,2,6,0,1963.0,2,525
1297,6,2005,2006,82.0,547,1072,1072,2,5,0,2005.0,2,525
1298,10,2008,2008,796.0,6110,4692,5642,2,12,3,2008.0,2,1418
1299,5,1959,1994,0.0,1246,1246,1246,1,6,0,1959.0,1,305
1300,7,1999,1999,344.0,978,1005,1983,2,9,1,1999.0,2,490
1301,6,1942,1950,0.0,771,753,1494,1,7,2,1942.0,1,213
1302,8,1994,1994,391.0,1165,1203,2526,2,8,1,1994.0,3,844
1303,7,2005,2005,228.0,1616,1616,1616,2,7,0,2005.0,3,834
1304,7,2004,2004,117.0,976,976,1708,2,7,0,2004.0,2,380
1305,9,2006,2007,300.0,1652,1652,1652,2,6,2,2006.0,2,840
1306,7,2005,2006,94.0,1368,1368,1368,2,6,1,2005.0,2,474
1307,5,1994,1995,0.0,990,990,990,1,5,0,2000.0,2,480
1308,5,1948,2005,0.0,924,1122,1122,1,6,0,1948.0,2,528
1309,6,1991,1991,88.0,1278,1294,1294,2,6,0,1991.0,2,496
1310,7,1959,2002,0.0,1902,1902,1902,2,7,2,1959.0,2,567
1311,7,2005,2007,80.0,1274,1274,1274,2,6,0,2005.0,2,508
1312,8,1990,1990,336.0,1453,1453,2810,2,9,1,1990.0,2,750
1313,9,1999,1999,165.0,1393,1422,2599,2,10,1,1999.0,3,779
1314,4,1954,1954,0.0,948,948,948,1,5,1,1956.0,1,280
1315,6,1969,1969,0.0,952,1092,2112,2,9,2,1969.0,2,576
1316,8,2008,2008,270.0,1622,1630,1630,2,8,1,2008.0,3,860
1317,7,2006,2007,0.0,1352,1352,1352,2,5,1,2006.0,2,466
1318,8,2001,2002,178.0,1753,1787,1787,2,7,1,2001.0,3,748
1319,4,1954,1954,132.0,864,948,948,1,5,0,1954.0,1,248
1320,6,1957,1957,0.0,1478,1478,1478,1,6,2,1957.0,2,442
1321,3,1949,1950,0.0,0,720,720,1,4,0,1955.0,1,287
1322,7,1992,1992,0.0,750,1061,1923,2,8,1,1992.0,2,564
1323,4,1940,1950,0.0,420,708,708,1,5,0,,0,0
1324,8,2006,2007,428.0,1795,1795,1795,2,7,1,2007.0,3,895
1325,4,1922,1950,0.0,796,796,796,1,5,0,,0,0
1326,3,1931,2006,0.0,544,774,774,1,6,0,,0,0
1327,5,1982,2008,0.0,816,816,816,1,5,1,1982.0,1,264
1328,6,1920,1950,0.0,1510,1584,2792,2,8,2,1920.0,2,520
1329,7,1998,1998,0.0,935,955,1632,2,8,1,1998.0,2,462
1330,8,2006,2006,410.0,1588,1588,1588,2,7,1,2006.0,3,825
1331,5,1976,1976,0.0,911,954,954,1,6,0,1976.0,2,576
1332,4,1938,1958,0.0,816,816,816,1,3,1,1958.0,1,288
1333,5,1938,1995,0.0,803,803,1360,1,6,0,1951.0,1,297
1334,5,1970,1970,312.0,765,765,1365,1,7,0,1970.0,2,440
1335,6,1977,1977,360.0,1350,1334,1334,2,6,1,1977.0,2,630
1336,5,1973,1973,564.0,1656,1656,1656,2,8,0,1973.0,2,506
1337,4,1941,1950,0.0,693,693,693,1,4,0,,0,0
1338,7,2002,2002,0.0,916,920,1861,2,8,0,2002.0,2,492
1339,5,1972,1972,0.0,864,864,864,1,5,0,1972.0,1,288
1340,4,1971,1971,0.0,858,872,872,1,5,0,1974.0,4,480
1341,6,2003,2004,0.0,1114,1114,1114,1,6,0,2004.0,2,576
1342,8,2002,2002,149.0,1284,1284,2169,2,7,1,2002.0,2,647
1343,6,1928,1950,0.0,896,1172,1913,1,9,1,1929.0,2,342
1344,7,2006,2006,0.0,728,728,1456,2,8,1,2006.0,2,440
1345,4,1920,1950,0.0,960,960,960,1,5,0,1997.0,1,308
1346,7,1968,2003,0.0,1568,2156,2156,2,9,1,1968.0,2,508
1347,8,2006,2007,100.0,1732,1776,1776,2,7,1,2006.0,3,712
1348,7,1998,1998,0.0,1482,1494,1494,2,5,1,1998.0,2,514
1349,8,1872,1987,0.0,684,938,2358,2,8,0,,0,0
1350,5,1969,1969,368.0,1248,1338,2634,2,12,0,1969.0,4,968
1351,6,1962,1962,318.0,858,858,1716,1,8,1,1962.0,2,490
1352,6,1937,2000,0.0,698,786,1176,1,4,0,1999.0,2,624
1353,8,1995,1996,579.0,2033,2053,3238,2,9,1,1996.0,3,666
1354,7,2000,2000,0.0,992,992,1865,2,7,1,2000.0,3,839
1355,7,1968,1992,143.0,570,1222,1920,3,8,1,1968.0,2,487
1356,5,1966,1966,65.0,864,892,892,1,5,0,1966.0,1,264
1357,5,1971,2008,0.0,1078,1078,1078,1,6,1,1971.0,2,500
1358,6,2000,2000,216.0,756,769,1573,2,5,0,2000.0,2,440
1359,9,2004,2005,66.0,1980,1980,1980,2,8,1,2004.0,3,770
1360,5,1921,1998,0.0,612,990,2601,3,8,0,1998.0,2,621
1361,7,2005,2005,16.0,1530,1530,1530,2,7,1,2005.0,2,430
1362,4,1920,2007,0.0,715,1281,1738,2,7,1,1920.0,1,368
1363,6,2006,2007,0.0,616,616,1412,2,6,1,2007.0,2,432
1364,7,2005,2005,0.0,600,520,1200,2,4,0,2005.0,2,480
1365,7,2000,2000,0.0,814,814,1674,2,7,0,2000.0,2,663
1366,7,1999,1999,158.0,873,882,1790,2,7,0,1999.0,2,588
1367,5,1977,1977,0.0,757,925,1475,2,6,1,1977.0,1,336
1368,6,2003,2004,170.0,848,848,848,1,4,0,2003.0,2,420
1369,8,2003,2003,171.0,1657,1668,1668,2,8,1,2003.0,2,502
1370,4,1920,1950,0.0,840,840,1374,1,6,0,1967.0,1,338
1371,6,1955,1996,0.0,992,1661,1661,1,8,1,1955.0,1,377
1372,7,1998,1998,0.0,1108,1108,2097,2,8,1,1998.0,2,583
1373,10,2001,2002,705.0,2633,2633,2633,2,8,2,2001.0,3,804
1374,7,2005,2005,0.0,1026,1026,1958,2,9,1,2005.0,3,936
1375,8,2007,2007,80.0,1571,1571,1571,2,7,1,2007.0,3,722
1376,6,1930,1950,0.0,768,790,790,1,4,0,1925.0,1,160
1377,5,1941,1960,0.0,984,984,1604,2,6,0,1977.0,2,660
1378,6,1973,1973,408.0,483,483,987,1,5,0,1973.0,1,264
1379,5,2006,2007,0.0,384,754,1394,2,7,0,2007.0,2,400
1380,3,1914,1950,0.0,864,864,864,1,5,0,1938.0,1,200
1381,6,1970,1970,0.0,1205,2117,2117,2,7,2,1970.0,2,550
1382,7,1920,1950,0.0,596,998,1762,1,8,0,1989.0,2,576
1383,5,1918,2007,0.0,816,1416,1416,2,7,0,2007.0,2,576
1384,6,1939,1950,0.0,560,698,1258,1,6,0,1939.0,1,280
1385,4,1922,2007,0.0,796,796,1154,1,7,0,1922.0,1,240
1386,7,1978,1978,184.0,1392,1392,2784,3,12,2,1978.0,2,564
1387,6,1916,1950,0.0,714,1664,2526,2,10,1,1916.0,1,216
1388,9,2006,2007,160.0,1746,1746,1746,2,7,2,2006.0,3,758
1389,6,1941,1950,0.0,735,869,1218,1,6,1,2003.0,2,440
1390,7,2000,2000,244.0,1525,1525,1525,2,6,0,2000.0,2,541
1391,5,1967,1967,0.0,1584,1584,1584,2,8,0,1967.0,3,792
1392,5,1967,1967,0.0,864,900,900,1,6,1,1967.0,1,288
1393,6,1905,2000,0.0,482,1221,1912,2,7,1,2003.0,2,672
1394,7,2006,2006,45.0,1356,1500,1500,2,6,1,2006.0,3,648
1395,8,2005,2006,245.0,1094,1133,2482,2,9,1,2005.0,3,642
1396,5,1948,1950,0.0,747,1687,1687,1,7,2,1966.0,2,572
1397,5,1920,2004,0.0,939,939,1513,1,8,0,1933.0,1,180
1398,5,1950,1982,0.0,1208,1136,1904,1,7,0,1950.0,1,240
1399,6,1925,1990,0.0,976,1160,1608,2,7,1,1925.0,1,216
1400,6,1929,1950,0.0,862,950,1158,1,5,1,1929.0,1,208
1401,6,2004,2004,0.0,839,864,1593,2,8,1,2004.0,2,398
1402,7,2006,2006,0.0,1286,1294,1294,2,6,1,2006.0,2,662
1403,8,2007,2007,84.0,1485,1464,1464,2,6,0,2007.0,3,754
1404,3,1915,1950,0.0,672,694,1214,1,6,0,1998.0,3,936
1405,8,2004,2005,174.0,1594,1646,1646,2,5,1,2004.0,2,482
1406,5,1972,2007,0.0,768,768,768,1,5,0,1988.0,2,396
1407,5,1985,1985,0.0,833,833,833,1,5,0,,0,0
1408,4,1910,1950,0.0,622,741,1363,1,6,0,1966.0,2,528
1409,7,1986,1991,123.0,791,1236,2093,2,7,1,1986.0,2,542
1410,7,2001,2001,0.0,944,944,1840,2,6,0,2001.0,2,622
1411,6,1950,2005,0.0,856,1112,1668,1,6,0,1950.0,1,271
1412,4,1949,1950,0.0,0,1040,1040,2,6,0,1956.0,2,420
1413,8,2005,2006,366.0,1844,1844,1844,2,7,1,2005.0,2,620
1414,6,1923,2000,0.0,833,1053,1848,1,8,1,1922.0,2,370
1415,7,2007,2007,130.0,1386,1569,1569,2,7,1,2007.0,3,660
1416,4,1885,1950,0.0,777,1246,2290,2,11,0,1971.0,2,560
1417,8,1998,1998,731.0,1284,1310,2450,2,7,1,1998.0,3,1069
1418,5,1963,1963,0.0,1144,1144,1144,1,6,0,1962.0,1,336
1419,6,1969,1969,312.0,1844,1844,1844,2,7,1,1969.0,2,540
1420,6,1968,1968,420.0,708,708,1416,2,7,1,1968.0,2,776
1421,6,1977,1977,0.0,1069,1069,1069,2,4,1,1977.0,2,440
1422,6,2003,2003,170.0,848,848,848,1,3,0,2003.0,2,420
1423,6,1966,1966,0.0,697,1575,2201,2,8,1,1966.0,2,432
1424,5,1958,1983,0.0,1024,1344,1344,1,6,1,1970.0,1,484
1425,6,1959,1959,243.0,1252,1252,1252,1,7,0,1960.0,2,528
1426,7,1994,1994,448.0,1223,1223,2127,2,5,2,1994.0,2,525
1427,5,1945,1950,0.0,913,1048,1558,1,6,1,1962.0,1,288
1428,5,1940,1992,294.0,788,804,804,1,4,2,1940.0,1,240
1429,6,1981,1981,310.0,1440,1440,1440,2,7,1,1981.0,2,467
1430,5,2005,2005,0.0,732,734,1838,2,7,1,2005.0,2,372
1431,6,1976,1976,0.0,958,958,958,2,5,0,1976.0,2,440
1432,4,1927,2007,0.0,656,968,968,2,5,0,1928.0,1,216
1433,6,2000,2000,318.0,936,962,1792,2,8,1,2000.0,2,451
1434,5,1977,1977,0.0,1126,1126,1126,2,5,1,1977.0,2,484
1435,6,1962,2005,237.0,1319,1537,1537,1,7,1,1962.0,2,462
1436,4,1971,1971,0.0,864,864,864,1,5,0,1974.0,2,528
1437,8,2008,2008,426.0,1932,1932,1932,2,7,1,2008.0,3,774
1438,6,1957,1996,0.0,912,1236,1236,1,6,0,1957.0,2,923
1439,7,1979,1979,96.0,539,1040,1725,2,6,1,1979.0,2,550
1440,6,1922,1994,0.0,588,1423,2555,2,11,1,1993.0,2,672
1441,6,2004,2004,147.0,848,848,848,1,3,1,2004.0,2,420
1442,10,2008,2008,160.0,1017,1026,2007,2,10,1,2008.0,3,812
1443,6,1916,1950,0.0,952,952,952,1,4,1,1916.0,1,192
1444,7,2004,2004,106.0,1422,1422,1422,2,7,0,2004.0,2,626
1445,6,1966,1966,0.0,814,913,913,1,6,0,1990.0,1,240
1446,5,1962,1962,189.0,1188,1188,1188,1,6,0,1962.0,1,312
1447,8,1995,1996,438.0,1220,1220,2090,2,8,1,1995.0,2,556
1448,4,1910,2000,0.0,560,796,1346,1,6,0,1950.0,1,384
1449,5,1970,1970,0.0,630,630,630,1,3,0,,0,0
1450,5,1974,1974,0.0,896,896,1792,2,8,0,,0,0
1451,8,2008,2009,194.0,1573,1578,1578,2,7,1,2008.0,3,840
1452,5,2005,2005,80.0,547,1072,1072,1,5,0,2005.0,2,525
1453,5,2006,2006,0.0,1140,1140,1140,1,6,0,,0,0
1454,7,2004,2005,0.0,1221,1221,1221,2,6,0,2004.0,2,400
1455,6,1999,2000,0.0,953,953,1647,2,7,1,1999.0,2,460
1456,6,1978,1988,119.0,1542,2073,2073,2,7,2,1978.0,2,500
1457,7,1941,2006,0.0,1152,1188,2340,2,9,2,1941.0,1,252
1458,5,1950,1996,0.0,1078,1078,1078,1,5,0,1950.0,1,240
1459,5,1965,1965,0.0,1256,1256,1256,1,6,0,1965.0,1,276
